,Unnamed: 0.1,Cluster Name,Keyword,page,Unnamed: 0,clicks,impressions,ctr,position,Cluster,query
339,339,Travel,fun things to do in niagara falls ny,https://bookonboard.com/things-to-do-in-niagara-falls/#Introduction_to_Niagara_Falls,3425968,0,9,0.0,269.0,Travel,3
340,340,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#Fobus_GL3_Standard_Holster,239887158,0,2048,0.0,2838.178908,equipments,23
341,341,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#BLACKHAWK_Serpa_CQC_Belt_Loop_and_Paddle_Holster,236246745,0,2032,0.0,2690.178908,equipments,22
342,342,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#OneTigris_Gun_Holster,241301366,0,2110,0.0,2878.953296,equipments,23
343,343,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#Materials,173602124,0,884,0.0,2011.634171,equipments,16
344,344,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#Holster_Glock_20_21_22_IWB_KYDEX_Holster,242996285,0,2478,0.0,2868.656069,equipments,23
345,345,equipments,best chest holster for glock 20,https://bookonboard.com/glock-20-holster-for-hiking/#Glock_21_Holster_IWB_Kydex_Holster_Custom_Fits_Glock_21_Glock_20,249605476,0,2729,0.0,3057.935811,equipments,23
346,346,equipments,best glock 20 holster,https://bookonboard.com/glock-20-holster-for-hiking/#How_to_choose_the_Best_Glock_20_Holster_For_Hiking,253588458,2,2730,0.375,3129.540452,equipments,23
347,347,equipments,chest holster glock 40,https://bookonboard.com/will-a-glock-40-fit-in-a-glock-20-holster/,1340910,0,2,0.0,142.0,equipments,2
348,348,equipments,glock 20 holster,https://bookonboard.com/glock-20-holster-for-hiking/#Kenai_Chest_Holster,240529887,1,2103,0.04,2878.56859,equipments,23
349,349,equipments,glock 20 holster,https://bookonboard.com/glock-20-holster-for-hiking/,2871521913,357,13744,56.34976479,202974.8736,equipments,209
350,350,equipments,will a glock 17 fit a 19 holster,https://bookonboard.com/will-a-glock-20-fit-in-a-glock-17-holster/,6639835,0,5,0.0,137.5,equipments,3
351,351,equipments,angle for sharpening pocket knife,https://bookonboard.com/how-to-sharpen-pocket-knife/,852528637,0,2927,0.0,65697.31611,equipments,55
352,352,equipments,how sharp should a pocket knife be,https://bookonboard.com/how-to-sharpen-pocket-knife/#In_summary,6617863,0,7,0.0,416.0,equipments,5
353,353,equipments,how sharp should a pocket knife be,https://bookonboard.com/how-to-sharpen-pocket-knife/#How_to_sharpen_your_pocket_knife_with_a_honing_rod,16512532,0,17,0.0,1168.0,equipments,9
354,354,equipments,how to sharpen a pocket knife,https://bookonboard.com/how-to-sharpen-pocket-knife/#How_to_sharpen_your_pocket_knife_with_a_stone,15649294,0,16,0.0,1095.0,equipments,8
355,355,equipments,center console tent,https://bookonboard.com/category/travel-gear/,6015534,0,6,0.0,437.0,equipments,4
356,356,equipments,hasika truck tent,https://bookonboard.com/truck-bed-tent-for-nissan-frontier/,17100296,0,16,0.0,634.0,equipments,10
357,357,equipments,joytutus tent,https://bookonboard.com/best-tent-for-silverado/,950909,0,1,0.0,39.0,equipments,1
358,358,Travel,eco light lufthansa baggage,https://bookonboard.com/lufthansa-baggage/#LufthansanbspChecked_Baggage_Allowancenbsp,48621131,0,50,0.0,1429.0,Travel,41
359,359,Travel,eco light lufthansa baggage,https://bookonboard.com/lufthansa-baggage/#FAQs_AboutnbspLufthansa_Baggage_Policynbsp,27169218,0,28,0.0,854.0,Travel,26
360,360,Travel,eco light lufthansa baggage,https://bookonboard.com/lufthansa-baggage/#Lufthansa_Baggage_Allowance_Chart,46635690,0,48,0.0,1386.0,Travel,39
361,361,Travel,lufthansa baggage allowance,https://bookonboard.com/lufthansa-baggage/,42289911799,55,110072,22.18540255,1682111.828,Travel,1496
362,362,Travel,lufthansa perfume allowance,https://bookonboard.com/lufthansa-baggage/#Lufthansa_Carry-on_BaggagenbspAllowancenbsp,1006082,0,1,0.0,11.0,Travel,1
363,363,Travel,10 things to do in moscow,https://bookonboard.com/things-to-do-in-moscow/,683027305,0,932,0.0,42071.93333,Travel,60
364,364,Travel,fun things to do in moscow,https://bookonboard.com/things-to-do-in-moscow/#Top_10_things_to_do_in_Moscow,3913961,0,4,0.0,330.0,Travel,4
365,365,Travel,fun things to do in moscow,https://bookonboard.com/things-to-do-in-moscow/#BookOnBoards_Guide_to_Moscow,2856651,0,3,0.0,244.0,Travel,3
366,366,Travel,moscow tourist sites,https://bookonboard.com/things-to-do-in-moscow/#Wrapping_Up,1057306,0,1,0.0,86.0,Travel,1
367,367,Travel,holiday places in london,https://bookonboard.com/holiday-places-in-london/,20443805,0,24,0.0,1123.0,Travel,3
368,368,Travel,quirky places in london,https://bookonboard.com/unusual-things-to-do-in-london/#BookOnBoard8217s_Guide_to_Unusual_things_to_do_in_London,8896650,0,6,0.0,436.0,Travel,3
369,369,Travel,quirky places in london,https://bookonboard.com/unusual-things-to-do-in-london/#London_Roman_Wall_walk,8896662,0,6,0.0,436.0,Travel,3
370,370,Travel,quirky places in london,https://bookonboard.com/unusual-things-to-do-in-london/#Little_Venice,8896656,0,6,0.0,436.0,Travel,3
371,371,Travel,quirky things to do in london,https://bookonboard.com/unusual-things-to-do-in-london/,2068900487,1,6870,0.25,105327.9798,Travel,74
372,372,Travel,activities in stowe vermont,https://bookonboard.com/things-to-do-stowe-vt/,2079413053,0,3339,0.0,135198.9944,Travel,98
373,373,Travel,best things to do in stowe,https://bookonboard.com/things-to-do-stowe-vt/?utm_source=rss&utm_medium=rss&utm_campaign=things-to-do-stowe-vt,16519191,0,17,0.0,1187.0,Travel,8
374,374,Travel,romantic things to do in stowe vt,https://bookonboard.com/things-to-do-stowe-vt/#2_Stoweflake_Mountain_Resort_Spa,18613458,0,15,0.0,1136.0,Travel,8
375,375,Travel,romantic things to do in stowe vt,https://bookonboard.com/things-to-do-stowe-vt/#1_Stowe_Mountain_Resort,18613444,0,15,0.0,1136.0,Travel,8
376,376,Travel,stowe vermont activities,https://bookonboard.com/things-to-do-stowe-vt/#3_Vermont_Ski_and_Snowboard_Museum,6704502,0,5,0.0,402.0,Travel,3
377,377,Travel,10 best things to do in yellowstone national park,https://bookonboard.com/web-stories/top-10-best-things-to-do-in-yellowstone-national-park/,52752065,0,79,0.0,542.6666667,Travel,13
378,378,Travel,activities in everglades national park,https://bookonboard.com/everglades-national-park/,479905968,0,728,0.0,36847.65,Travel,52
379,379,Travel,best things to do near acadia national park,https://bookonboard.com/web-stories/13-best-things-to-do-in-acadia-national-park-copy/,114181301,1,560,1.0,3479.60231,Travel,61
380,380,Travel,things to do in acadia national park,https://bookonboard.com/web-stories/13-best-things-to-do-in-acadia-national-park/,317658791,1,1980,0.02325581395,7259.334493,Travel,93
381,381,Travel,things to do in everglades national park,https://bookonboard.com/everglades-national-park/#Things_to_do_in_Everglades_National_Park,2689695,0,2,0.0,134.0,Travel,1
382,382,Travel,things to do in everglades national park,https://bookonboard.com/everglades-national-park/#Best_Places_to_See_in_Everglades_National_Park,2689693,0,2,0.0,134.0,Travel,1
383,383,Travel,things to do in everglades national park,https://bookonboard.com/everglades-national-park/#Basic_information_about_Everglades,2689691,0,2,0.0,134.0,Travel,1
384,384,Travel,10 best things to do in italy,https://bookonboard.com/things-to-do-in-italy/,227247630,0,621,0.0,16742.99946,Travel,40
385,385,Travel,3 famous landmarks in italy,https://bookonboard.com/landmarks-italy/,2547015094,0,8082,0.0,209961.0152,Travel,79
386,386,Travel,a famous landmark in france,https://bookonboard.com/french-landmarks/,152108506,0,423,0.0,14812.67478,Travel,32
387,387,Travel,ancient egypt famous landmarks,https://bookonboard.com/egypt-landmarks/,354093657,0,1289,0.0,28456.9662,Travel,33
388,388,Travel,famous japanese landmarks,https://bookonboard.com/landmarks-japan/#FAQ8217s_about_Japan_landmarks_every_visitors_should_know,19448179,0,22,0.0,950.0,Travel,9
389,389,Travel,famous japanese landmarks,https://bookonboard.com/landmarks-japan/#Tips_when_visiting_landmarks_in_Japan,11838958,0,13,0.0,616.0,Travel,9
390,390,Travel,famous japanese landmarks,https://bookonboard.com/landmarks-japan/#Best_Landmarks_in_Japan_for_Tourists,19448158,0,22,0.0,950.0,Travel,9
391,391,Travel,famous landmarks in italy,https://bookonboard.com/landmarks-italy/#A_Glimpse_of_Must-Visit_Landmarks_in_Italy_That_Should_Be_On_Your_List,13889505,0,18,0.0,874.5,Travel,6
392,392,Travel,famous landmarks in italy,https://bookonboard.com/landmarks-italy/#Explore_Southern_Europe,4147108,0,5,0.0,242.0,Travel,3
393,393,Travel,famous landmarks in italy,https://bookonboard.com/landmarks-italy/#Why_is_Italy_the_best_place_to_visit,13889526,0,18,0.0,874.5,Travel,6
394,394,Travel,things to do in italy,https://bookonboard.com/things-to-do-in-italy/#BookOnBoards_Guide_to_Italy,2709979,0,2,0.0,110.0,Travel,2
395,395,Travel,things to do in italy,https://bookonboard.com/things-to-do-in-italy/#Top_10_things_to_do_in_Italy,4055213,0,3,0.0,176.0,Travel,2
396,396,Travel,things to do in italy,https://bookonboard.com/things-to-do-in-italy/#Frequently_Asked_Questions_FAQs_about_Italy,4055210,0,3,0.0,176.0,Travel,2
397,397,Travel,activities to do in miami at night,https://bookonboard.com/web-stories/top-10-things-to-do-in-miami-at-night-2020/,76476255,0,108,0.0,868.6666667,Travel,21
398,398,Travel,activities to do in sydney at night,https://bookonboard.com/things-to-do-in-sydney-at-night/,585129596,0,609,0.0,23057.0,Travel,59
399,399,Travel,best budget friendly things to do in miami,https://bookonboard.com/things-to-do-in-miami/#BookOnBoard8217s_Guide_to_20_Things_to_Do_In_Miami,1607821,0,5,0.0,360.0,Travel,3
400,400,Travel,best budget friendly things to do in miami,https://bookonboard.com/things-to-do-in-miami/#Heres_a_list_of_the_best_places_to_visit_in_Miami_when_traveling_with_a_low_budget_Historical_Sights_and_Attractions,1607828,0,5,0.0,360.0,Travel,3
401,401,Travel,best free things to do in miami,https://bookonboard.com/things-to-do-in-miami/#Explore_the_East_Coast,540362,0,2,0.0,185.0,Travel,1
402,402,Travel,cheap things to do in miami at night,https://bookonboard.com/things-to-do-in-miami-at-night/#Best_things_to_do_in_Miami_at_night_That_You_Must_Not_Miss,35351385,0,30,0.0,643.5,Travel,19
403,403,Travel,cheap things to do in miami at night,https://bookonboard.com/things-to-do-in-miami-at-night/#What_are_the_fun_things_to_do_in_Miami_at_night,36396205,0,31,0.0,650.5,Travel,20
404,404,Travel,fun things to do in miami at night,https://bookonboard.com/things-to-do-in-miami-at-night/#What_are_the_best_places_to_go_in_Miami_at_night,14977321,0,12,0.0,272.0,Travel,9
405,405,Travel,things to do in miami at night,https://bookonboard.com/things-to-do-in-miami-at-night/,15294189496,175,29978,65.95561054,330765.7074,Travel,511
406,406,Travel,things to do with a small budget in miami,https://bookonboard.com/things-to-do-in-miami/,1557189508,1,4817,0.1666666667,79602.902,Travel,66
407,407,Travel,best things to do in doha,https://bookonboard.com/things-to-do-in-qatar/#Frequently_Asked_Questions_About_Qatar,10596967,0,10,0.0,583.0,Travel,7
408,408,Travel,best things to do in doha,https://bookonboard.com/things-to-do-in-qatar/#Explore_Middle_East,6502387,0,7,0.0,421.0,Travel,5
409,409,Travel,best things to do in doha,https://bookonboard.com/things-to-do-in-qatar/#BookOnBoard8217s_Guide_to_Qatar,10596950,0,10,0.0,583.0,Travel,7
410,410,Travel,morocco top 10 things to do,https://bookonboard.com/things-to-do-in-morocco/,8629450,0,7,0.0,653.0,Travel,3
411,411,Travel,things to do in qatar,https://bookonboard.com/things-to-do-in-qatar/,4780797005,1,8985,0.1111111111,283456.3726,Travel,166
412,412,Travel,"""bryant park""",https://bookonboard.com/web-stories/32-best-things-to-do-in-new-york-city/,59204434,0,77,0.0,4709.25,Travel,43
413,413,Travel,"""domino sugar"" ""golden sugar"" or ""domino sugar"" or ""dominos sugar""",https://bookonboard.com/web-stories/top-12-ultimate-things-to-do-in-brooklyn-this-weekend-copy/,27937198,0,34,0.0,2359.25,Travel,28
414,414,Travel,"""elevation ten thousand""",https://bookonboard.com/cheapest-asian-destinations/,894587719,0,1963,0.0,89632.45833,Travel,191
415,415,Travel,"""holocaust museum houston""",https://bookonboard.com/web-stories/top-12-best-ways-to-get-out-and-explore-houston/,46668467,0,77,0.0,1612.333333,Travel,22
416,416,Travel,"""luxury hotel in columbus ohio""",https://bookonboard.com/web-stories/top-10-exciting-things-to-do-in-columbus-ohio/,18861028,0,21,0.0,429.0,Travel,10
417,417,Travel,"""traeger""",https://bookonboard.com/best-portable-smoker-for-camping/,37278726,0,53,0.0,2652.5,Travel,23
418,418,Travel,& other stories marais,https://bookonboard.com/web-stories/top-12-best-things-to-do-in-paris-september-2022/,248666203,0,313,0.0,21190.18333,Travel,72
419,419,Travel,0.2 miles,https://bookonboard.com/web-stories/13-best-things-to-do-in-joshua-tree-national-park/,62625924,0,130,0.0,8008.716667,Travel,57
420,420,Travel,08z04-scv-100b,https://bookonboard.com/tent-for-honda-odyssey/,1652420,0,4,0.0,123.0,Travel,3
421,421,Travel,1 liter camelbak bladder,https://bookonboard.com/best-hydration-bladder/,3262538216,0,15216,0.0,227517.1802,Travel,876
422,422,Travel,10 best things to do in sri lanka,https://bookonboard.com/things-to-do-in-colombo/,803800086,0,1477,0.0,60078.16448,Travel,40
423,423,Travel,10 best things to see in rome,https://bookonboard.com/things-to-do-in-rome/,2496081,0,3,0.0,173.0,Travel,3
424,424,Travel,10 must-see attractions in nairobi,https://bookonboard.com/things-to-do-in-nairobi/,550598790,0,780,0.0,29812.54167,Travel,40
425,425,Travel,10 places to visit in ahmedabad,https://bookonboard.com/places-to-visit-near-ahmedabad/,284752230,0,305,0.0,16042.76667,Travel,47
426,426,Travel,10 safest cities in america,https://bookonboard.com/web-stories/top-10-safest-cities-in-america-for-2022/,69563999,0,82,0.0,5173.5,Travel,17
427,427,Travel,100 best road trip songs,https://bookonboard.com/category/travel-tips/,1388564,0,2,0.0,12.0,Travel,2
428,428,Travel,100 greatest driving songs,https://bookonboard.com/best-road-trip-songs-to-sing-along-with-as-you-drive/,1734177167,3,3022,2.5,122144.1455,Travel,195
429,429,Travel,10x42 monocular,https://bookonboard.com/best-monocular/#Pankoo_1021560_High_Power_Monocular_Telescope,41034126,0,81,0.0,4914.5,Travel,38
430,430,Travel,10x42 monocular,https://bookonboard.com/best-monocular/#Gosky_1221555_High_Definition_Monocular_Telescope,54638110,0,98,0.0,5657.5,Travel,51
431,431,Travel,12 volt camper heater,https://bookonboard.com/best-12v-heater-for-camping/,1510443,0,8,0.0,489.5,Travel,7
432,432,Travel,12 volt fans for camping,https://bookonboard.com/12-volt-fans-for-camping/,16610,0,1,0.0,68.0,Travel,1
433,433,Travel,"12x56 hd monocular telescope with smartphone adapter, upgraded tripod, hand strap - high power monocular with clear low light vision for star watching - lightweight monocular for bird watching hunting",https://bookonboard.com/best-monocular/,26007195647,27,151529,10.67426452,1233051.266,Travel,1808
434,434,Travel,137 hawaiian islands,https://bookonboard.com/hawaii-islands/,14616545,0,33,0.0,1606.5,Travel,15
435,435,Travel,140 proof to abv,https://bookonboard.com/can-you-bring-alcohol-on-a-plane/,358841398,0,1070,0.0,48110.91667,Travel,141
436,436,Travel,14x9 cm in inches,https://bookonboard.com/web-stories/10-major-updates-in-luggage-dimensions-for-airlines-sep-22/,367940674,0,1127,0.0,13225.50895,Travel,175
437,437,Travel,2 person road trip games,https://bookonboard.com/fun-road-trip-games-to-play-in-the-car/,483957870,0,921,0.0,48505.17005,Travel,136
438,438,Travel,20 things to do in dubai,https://bookonboard.com/things-to-do-in-dubai/,462667827,0,300,0.0,16777.5,Travel,4
439,439,Travel,2300 btu air conditioner,https://bookonboard.com/portable-battery-operated-air-conditioner-for-camping/,355316841,0,1124,0.0,36192.45119,Travel,112
440,440,Travel,25 travel,https://bookonboard.com/how-to-travel-on-a-budget/,91596742,0,282,0.0,9673.084402,Travel,11
441,441,Travel,3 famous landmarks in australia,https://bookonboard.com/australian-landmarks/,2345405141,0,6733,0.0,163217.852,Travel,188
442,442,Travel,4monster camping towels,https://bookonboard.com/quick-drying-towels-for-camping/,207053745,0,461,0.0,19629.83571,Travel,70
443,443,Travel,5 facts about prayer,https://bookonboard.com/5-mind-numbing-facts-about-prayer-for-safe-travel/,268971853,0,338,0.0,17636.725,Travel,102
444,444,Travel,5 mile island hoh,https://bookonboard.com/web-stories/8-best-things-to-do-in-olympic-national-park-copy/,51260955,0,59,0.0,4458.5,Travel,35
445,445,Travel,5.11 rush 72 liters,https://bookonboard.com/5-11-rush-72-review/,2298882,0,5,0.0,155.0,Travel,4
446,446,Travel,6 oz silicone travel bottles,https://bookonboard.com/best-travel-accessories/,735106831,0,3042,0.0,74576.20696,Travel,157
447,447,Travel,6-hour los angeles city tour,https://bookonboard.com/california/,34758882,0,44,0.0,2076.5,Travel,15
448,448,Travel,94.2 live,https://bookonboard.com/web-stories/top-10-best-cities-to-live-for-recent-college-graduates/,11791913,0,15,0.0,1223.0,Travel,15
449,449,Travel,9zensah ankle support,https://bookonboard.com/ankle-support-for-hiking/,1036526,0,3,0.0,146.0,Travel,3
450,450,Travel,a heater that runs on batteries,https://bookonboard.com/3-best-battery-powered-space-heater-for-camping/,81301332,0,281,0.0,10122.30397,Travel,108
451,451,Travel,abccanopy vs eurmax,https://bookonboard.com/best-pop-up-canopy/,15790042839,15,68523,5.264044289,727229.0676,Travel,3909
452,452,Travel,accra,https://bookonboard.com/things-to-do-in-accra/,777127778,0,1173,0.0,42577.38074,Travel,37
453,453,Travel,activities in new jersey,https://bookonboard.com/web-stories/top-12-best-things-to-do-in-new-jersey-this-weekend-copy/,102076363,0,192,0.0,8231.668207,Travel,76
454,454,Travel,aesthetic book ideas,https://bookonboard.com/aesthetic-and-creative-diy-travel-journal/,156342343,0,245,0.0,7707.266667,Travel,55
455,455,Travel,aesthetic travel quotes,https://bookonboard.com/short-travel-quotes-ideas/,54756708,0,52,0.0,4226.5,Travel,14
456,456,Travel,affordable places to visit in harare,https://bookonboard.com/things-to-do-in-zimbabwe/,3489641828,9,7836,6.976190476,153212.9857,Travel,173
457,457,Travel,age to drink in italy,https://bookonboard.com/drinking-age-in-italy/,4891855157,1,8690,1.0,115884.4804,Travel,385
458,458,Travel,airbition,https://bookonboard.com/fan-for-tent-camping/,26733440,0,54,0.0,3355.333333,Travel,20
459,459,Travel,airport umbrella,https://bookonboard.com/can-you-bring-an-umbrella-on-a-plane/,5672178457,18,18972,10.21211307,169366.2161,Travel,399
460,460,Travel,alaska air personal item size,https://bookonboard.com/alaska-airlines-carry-on-size/,4473203968,21,49812,12.8132326,981625.0429,Travel,1256
461,461,Travel,alaska arilines,https://bookonboard.com/category/airline/,4964456,0,6,0.0,434.0,Travel,2
462,462,Travel,"alexapure pro stainless steel water filtration system - 5,000 gallon throughput capacity",https://bookonboard.com/alexapure-pro-water-filtration-system-review/,5349063,1,62,1.0,2182.166667,Travel,21
463,463,Travel,algarve zipline,https://bookonboard.com/things-to-do-in-portugal/,25750498,0,48,0.0,2333.0,Travel,15
464,464,Travel,all inclusive family resorts in the us virgin islands,https://bookonboard.com/resorts-in-the-united-states/#What_is_an_all-inclusive_resort_anyway,23148968,0,39,0.0,2640.5,Travel,32
465,465,Travel,all inclusive family resorts in the us virgin islands,https://bookonboard.com/resorts-in-the-united-states/#FAQs_about_all-inclusive_resorts_in_the_US,12363458,0,19,0.0,1306.0,Travel,17
466,466,Travel,all inclusive family resorts in the us virgin islands,https://bookonboard.com/resorts-in-the-united-states/#List_of_the_top_8_all-inclusive_family_resorts_in_America,23148930,0,39,0.0,2640.5,Travel,32
467,467,Travel,all inclusive resorts in us virgin islands for families,https://bookonboard.com/resorts-in-the-united-states/,2823426604,1,6658,0.5,369542.6649,Travel,462
468,468,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Checked_Baggage_Allowancenbsp,53381113,0,603,0.0,4604.283333,Travel,78
469,469,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Carry-On_Allowancenbsp,67789658,0,840,0.0,5649.95,Travel,78
470,470,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Carry-on_Bagsnbsp,42987958,0,715,0.0,2931.75,Travel,10
471,471,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Baggage_RulesnbspSummery_Chartnbsp,27681340,0,443,0.0,1811.583333,Travel,10
472,472,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Personal_Itemsnbsp,28891939,0,483,0.0,1895.583333,Travel,10
473,473,Travel,allegiant air baby formula,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Fees_8211_Checked_Baggagenbsp,41874280,0,674,0.0,2850.75,Travel,10
474,474,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Additional_Items,7213981,0,115,0.0,514.8333333,Travel,3
475,475,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Additional_Itemsnbsp,6017437,0,92,0.0,440.5,Travel,2
476,476,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Baggage_Fees_and_RulesSummary_Chart,7214055,0,115,0.0,514.8333333,Travel,3
477,477,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Air_Baggage_Fees_and_RulesnbspSummary_Chartnbsp,6017497,0,92,0.0,440.5,Travel,2
478,478,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Check-in_Baggage_Allowance,7761293,0,124,0.0,549.3333333,Travel,3
479,479,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Check-in_Baggage_Allowancenbsp,6236856,0,104,0.0,456.3333333,Travel,2
480,480,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Personal_Items,7214425,0,115,0.0,514.8333333,Travel,3
481,481,Travel,allegiant air breast pump,https://bookonboard.com/allegiant-baggage-fees/#Allegiant_Personal_Itemsnbsp,6017797,0,92,0.0,440.5,Travel,2
482,482,Travel,allegiant air fishing rods,https://bookonboard.com/spirit-airlines-baggage-fees-policy/#Avoiding_Spirit_Airlines_Baggage_Feesnbsp,137381324,0,122,0.0,6386.0,Travel,84
483,483,Travel,allegiant air fishing rods,https://bookonboard.com/spirit-airlines-baggage-fees-policy/#Spirit_Airlines_Baggage_Feesnbsp,244220104,0,217,0.0,11741.0,Travel,135
484,484,Travel,allegiant air fishing rods,https://bookonboard.com/spirit-airlines-baggage-fees-policy/#Spirit_Airlines_Carry-On_Feesnbsp,244185852,0,216,0.0,11669.0,Travel,133
485,485,Travel,allegiant air vape policy,https://bookonboard.com/can-you-bring-a-lighter-on-a-plane/,7357734333,25,20514,16.4,647767.1108,Travel,1114
486,486,Travel,allegiant airlines vape policy,https://bookonboard.com/can-you-bring-a-lighter-on-a-plane/#TSA_restrictions_on_lighters,10238062,0,19,0.0,1422.0,Travel,18
487,487,Travel,allegiant airlines vape policy,https://bookonboard.com/can-you-bring-a-lighter-on-a-plane/#Are_lighters_allowed_on_a_plane_Know_all_About_Lighters_in_Carry-ons_and_Lighters_in_Checked_Luggage,31120739,0,45,0.0,3204.0,Travel,36
488,488,Travel,allegiant airlines vape policy,https://bookonboard.com/can-you-bring-a-lighter-on-a-plane/#How_Do_I_Carry_A_Lighter_On_A_Plane,31120783,0,45,0.0,3204.0,Travel,36
489,489,Travel,allegiant breast pump,https://bookonboard.com/allegiant-baggage-fees/,15124942710,155,189884,82.90707695,1017506.761,Travel,2480
490,490,Travel,amazon compost toilet,https://bookonboard.com/compostable-toilets-for-camping/,88036834,0,258,0.0,9492.216667,Travel,35
491,491,Travel,amazon monocular,https://bookonboard.com/best-monocular/#Archeer_1621552_Monocular_Dual_Focus_Optics_Zoom_Telescope,38501763,0,59,0.0,3394.5,Travel,40
492,492,Travel,america by rail the west coast route,https://bookonboard.com/travel-in-the-usa-by-train/,340447814,0,341,0.0,19245.25,Travel,39
493,493,Travel,american airlines cancelled flight compensation,https://bookonboard.com/american-airlines-flight-delays-compensation/#Conditions_That_Must_be_Met_to_Claim_Compensation_From,5046012,0,14,0.0,1045.0,Travel,12
494,494,Travel,american airlines cancelled flight compensation,https://bookonboard.com/american-airlines-flight-delays-compensation/#American_Airlines_How_Much_Can_I_Receive_in_Compensation_For_a_Flight_Delay_Cancellation_or_Overbooking,2711392,0,8,0.0,565.0,Travel,7
495,495,Travel,american airlines cancelled flight compensation,https://bookonboard.com/american-airlines-flight-delays-compensation/#American_Airlines_Must_Offer_Passenger_Assistance_and_Care_in_Case_of_a_Long_Delay,5215625,0,15,0.0,1109.0,Travel,13
496,496,Travel,american airlines cancelled flights compensation,https://bookonboard.com/american-airlines-flight-delays-compensation/,3047342477,3,11243,3.0,607695.9357,Travel,466
497,497,Travel,american airlines carry-on tennis racket,https://bookonboard.com/american-airlines-carry-on-size/#AA_overweightnbspandor_oversizenbspbaggage_feesnbspnbsp,37203485,0,189,0.0,1137.166667,Travel,7
498,498,Travel,american airlines carry-on tennis racket,https://bookonboard.com/american-airlines-carry-on-size/#American_Airlines_checked_bags_size_and_weight_restrictionnbsp,44525580,0,226,0.0,1349.166667,Travel,7
499,499,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#American_Airlines_Checked_Luggage_Dimension_and_Policiesnbsp,7329396,0,21,0.0,141.75,Travel,2
500,500,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#American_Airlines_sports_equipment_feesnbspand_rulesnbsp,10703895,0,38,0.0,249.9666667,Travel,3
501,501,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#Restricted_items_on_American_Airlines_flightsnbsp,497339,0,3,0.0,29.0,Travel,1
502,502,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#American_Airlines_Baggage_feesnbsp,331544,0,2,0.0,18.0,Travel,1
503,503,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#American_Airlines_Baggage_fees,5662665,0,17,0.0,114.75,Travel,2
504,504,Travel,american airlines co2 cartridge,https://bookonboard.com/american-airlines-carry-on-size/#Restricted_items_on_American_Airlines_flights,5994137,0,20,0.0,130.8,Travel,2
505,505,Travel,american river rafting trips,https://bookonboard.com/web-stories/top-10-best-things-to-do-in-yellowstone-national-park-copy/,515723665,0,978,0.0,42768.21478,Travel,260
506,506,Travel,anant cuisine,https://bookonboard.com/web-stories/top-10-best-romantic-places-for-honeymoon-in-bangkok-2022/,255756209,0,568,0.0,27081.95491,Travel,115
507,507,Travel,angeles national forest waterfalls,https://bookonboard.com/web-stories/8-best-things-to-do-in-olympic-national-park/,186591829,0,260,0.0,8902.330952,Travel,64
508,508,Travel,aootek solar lights,https://bookonboard.com/top-10-best-outdoor-solar-lights-reviews-2021/#Why_choose_solar_outdoor_lighting,12981780,0,18,0.0,1286.0,Travel,15
509,509,Travel,aootek solar lights,https://bookonboard.com/top-10-best-outdoor-solar-lights-reviews-2021/,3472734728,3,6168,2.333333333,217472.8158,Travel,803
510,510,Travel,aootek solar lights,https://bookonboard.com/top-10-best-outdoor-solar-lights-reviews-2021/#1_Aootek_Solar_Lights,9086874,0,10,0.0,769.0,Travel,9
511,511,Travel,aootek solar lights,https://bookonboard.com/top-10-best-outdoor-solar-lights-reviews-2021/#First_of_all_what_are_outdoor_solar_lights,12981762,0,18,0.0,1286.0,Travel,15
